,clause,Act_phr,Act_vol,Act_aff,Und1_phr,Und1_vol,Und1_aff,Und2_phr,Und2_vol,Und2_aff,comment
152,440273,690190,y,n,690191,n,?,,,,Undergoer is probably not affected because the referent is abstract and they dont change status.
153,440276,,,,690198,n,?,,,,Undergoer is probably not affected since it is abstract
154,440278,690204,y,n,690202,n,n,,,,Undergoer probably not affected
155,440281,690212,y,n,690213,n,n,,,,
156,440284,690222,y,y,690221,n,y,,,,
157,440285,690224,n,?,,,,,,,
158,440286,690229,y,n,690227,n,n,,,,
159,440287,690231,y,n,690232,n,y,690233.0,y,y,
160,440289,690239,y,n,690237,n,n,,,,
161,440290,690242,y,n,690243,n,n,,,,
162,440291,690244,y,n,,,,,,,
163,440292,690245,y,n,690246,n,n,,,,
164,440293,690248,y,n,690249,n,n,,,,
165,440294,690251,y,y,690252,n,n,,,,
166,440295,690254,y,n,690253,n,y,690256.0,y,y,Are the recipients involved or not?
167,440296,690258,y,n,690259,n,y,,,,
168,440297,690261,y,n,690262,n,y,690263.0,n,n,Are the priests the recipient or just the endgoal?
169,440298,690265,y,n,690266,n,y,690267.0,n,n,
170,440299,690271,y,n,690270,n,y,,,,
171,440300,690273,y,n,690277,n,y,,,,
172,440301,690275,y,n,690276,n,y,,,,
173,440303,690282,n,y,690283,n,y,,,,Perhaps the Undergoer1 is Instrument
174,440306,690292,y,y,690290,n,y,,,,
175,440307,690294,y,n,690295,n,y,,,,
176,440309,690300,y,?,,,,,,,Probably the Actor is unaffected by the counting
177,440310,690303,y,n,690304,n,y,,,,
178,440311,690305,n,?,,,,,,,
179,440312,690308,y,?,690309,n,n,,,,
180,440313,690311,y,n,690312,n,y,690313.0,y,y,n
181,440314,690315,y,n,690316,n,y,690314.0,n,n,
182,440315,690318,n,?,,,,,,,
183,440316,,,,690320,n,y,,,,
184,440318,690324,y,n,690326,n,y,,,,
185,440319,690327,n,?,690329,y,y,,,,
186,440321,690335,y,n,690336,n,y,,,,
187,440323,690343,y,n,690344,n,y,690347.0,n,n,
188,440324,690350,n,?,,,,,,,
189,440325,690354,y,n,,,,,,,
190,440326,690356,n,n,,,,,,,
191,440327,690361,y,n,690359,n,n,,,,
192,440329,690369,y,n,690370,n,y,,,,
193,440330,690366,y,n,690367,n,y,,,,
194,440331,690371,n,n,,,,,,,Volitional
195,440332,690375,y,n,690373,n,y,,,,
196,440333,690377,y,n,690378,n,y,690376.0,y,y,Undergoer2 is probably involved as recipient or benefactor
197,440335,690383,y,n,690384,n,n,,,,
198,440336,690385,y,n,,,,,,,
199,440337,690386,y,n,690387,n,n,,,,
200,440338,690388,y,n,,,,,,,
201,440339,690392,n,?,690391,y,y,,,,
202,440340,690395,y,n,690393,n,n,,,,
203,440341,690397,y,n,690398,n,y,690399.0,y,y,
204,440342,690402,y,n,690403,n,n,,,,
205,440343,690404,n,n,,,,,,,Volitional
206,440345,690408,n,n,,,,,,,
207,440346,690412,y,n,690413,n,y,,,,
208,440347,690415,y,n,690416,n,y,690417.0,y,y,
209,440348,690421,y,n,690419,n,n,,,,
210,440350,690426,n,n,690427,y,y,690428.0,n,n,
211,440352,690431,y,y,,,,,,,Actor is probably Undergoer
212,440353,,,,690436,n,y,,,,
213,440355,690440,y,n,690442,n,n,,,,
214,440356,690445,y,n,690446,n,y,690447.0,n,n,
215,440357,690450,y,n,690448,n,n,,,,
216,440360,690457,y,n,690458,n,y,,,,
217,440361,690460,y,?,690461,n,n,,,,Probably the Actor is affected because he is in fact resting.
218,440362,690464,y,n,690465,n,n,,,,
219,440363,690466,y,n,,,,,,,
220,440364,690467,y,n,690468,n,n,,,,
221,440365,690469,y,n,,,,,,,
222,440368,690477,y,n,690475,n,n,,,,
223,440369,690479,y,n,690480,n,y,690481.0,y,y,
224,440370,690483,n,n,,,,,,,
225,440371,690487,y,n,690488,n,y,690489.0,y,y,
226,440373,690494,y,n,690492,n,n,,,,
227,440375,690498,y,n,690499,n,n,,,,Although the Undergoer is abstract it seem to undergo some change of status.
228,440376,690501,y,n,690502,n,y,690503.0,y,y,
229,440378,690507,y,n,690506,n,y,690508.0,y,y,
230,440379,690512,y,?,690513,n,n,,,,The Actor seems to be affected because he is supposed to do something for a period of time
231,440380,690510,y,n,690511,n,y,,,,
232,440383,690521,y,n,690522,y,y,690524.0,n,y,Here the recipient of take is explicit in a phrase.
233,440384,690526,y,?,690527,y,n,,,,Undergoer1 is not volitional. Maybe the verb expresses and inward feeling that would affect the Actor.
234,440385,690530,y,?,690531,n,n,,,,
235,440387,690537,y,?,690538,n,n,,,,
236,440388,690540,y,y,690539,n,n,,,,
237,440389,690542,y,y,690544,n,n,,,,
238,440390,690547,y,y,,,,,,,
239,440391,690550,y,n,690551,y,y,690549.0,n,n,
240,440392,690552,y,n,690553,y,y,690554.0,n,n,
241,440394,690559,y,n,690560,n,n,690561.0,n,n,
0,440395,690564,y,n,690565,n,n,,,,
1,440396,690566,y,n,,,,,,,
2,440397,690567,y,n,690568,n,n,,,,Undergoer is probably not affected because it is not involved in the activity.
3,440398,690570,y,n,690571,y,y,690572.0,n,y,The recipient is explicit here
4,440399,690573,y,n,690574,n,y,,,,
5,440400,690579,y,n,690578,n,y,690581.0,n,n,
6,440402,690586,y,n,690585,n,n,690587.0,n,y,
7,440403,690591,y,y,690592,n,y,,,,The Actor is also the recipient
8,440404,690594,y,n,690595,n,y,,,,Although bake is normally a kind of creation here it is a transformation of flour into bread. Therefore affected.
9,440405,690599,n,y,,,,,,,
10,440406,690601,y,n,690602,n,y,690606.0,n,n,
11,440408,690609,y,n,690611,n,y,690610.0,n,n,
12,440409,690613,n,y,,,,,,,
13,440411,690618,y,n,690618,n,y,690619.0,n,n,
14,440413,690624,y,y,,,,,,,Not volitional
15,440414,690627,y,y,690627,n,y,,,,
16,440417,690637,y,y,690641,n,n,,,,
17,440419,,,,690645,y,y,,,,Undergoer is probably affected because it is a reciprocal meaning.
18,440420,690648,y,n,690649,n,?,,,,The Undergoer is probably not affected because it's status is not ontologically changed.
19,440421,690651,y,n,,,,,,,
20,440422,690653,y,n,690654,n,y,690655.0,n,n,
21,440424,690660,y,n,690660,n,y,690661.0,n,n,
22,440425,690662,y,n,690663,?,?,,,,It is difficult to know whether the Undergoer is actually involved and affected.
23,440426,690667,y,n,690668,n,n,,,,
24,440427,690669,y,n,,,,,,,
25,440428,690670,y,n,690671,n,y,690672.0,n,n,
26,440429,690675,y,n,690676,n,y,690677.0,n,n,
27,440430,690681,y,n,690680,n,y,,,,
28,440431,690684,y,n,690683,n,n,,,,
29,440432,690685,y,n,,,,,,,
30,440434,690688,y,n,690689,n,n,,,,Undergoer probably not affected
31,440435,690691,?,y,690692,n,y,,,,The Actor is probably not volitional because he is not benefitting from the event and it is hardly intentional.
32,440436,,,,690697,n,y,,,,
33,440437,690694,y,n,690695,n,n,,,,
34,440438,690701,y,n,690700,n,y,,,,
35,440440,690704,y,n,690705,n,n,,,,
36,440441,,,,690706,n,y,,,,
37,440443,690710,y,n,690711,n,y,,,,Although NKH often means hit without any change of state here it probably means strik to death
38,440444,,,,690713,n,y,,,,
39,440445,690717,y,n,690717,n,y,,,,The Undergoer is probably affected although one could say that the Undergoer is actually replaced and therefore more effected than affected.
40,440446,690715,y,n,690716,n,y,,,,
41,440448,690722,y,n,690723,n,n,690724.0,n,y,Undergoer1 is not affected because it is generic and abstract
42,440449,690726,y,n,,,,,,,
43,440450,,,,690729,n,y,,,,
44,440454,690737,y,n,690738,n,n,690739.0,n,y,
45,440455,,,,690742,n,y,,,,
46,440456,690746,y,n,690746,n,y,,,,
47,440457,690744,y,n,690745,n,y,,,,
48,440458,,,,690750,n,y,,,,
49,440459,690748,y,n,690749,n,y,,,,
50,440460,690751,n,n,,,,,,,
51,440461,,,,,,,,,,
52,440463,690762,y,n,690763,n,n,,,,
53,440464,690765,y,n,690766,n,y,690767.0,n,n,
54,440465,690769,y,n,690770,n,y,690771.0,n,y,Undergoer2 is Instrument
55,440466,690773,y,n,,,,,,,
56,440467,690777,y,n,690778,n,n,,,,
57,440468,690781,y,n,690782,n,n,,,,
58,440469,690784,y,n,,,,,,,
59,440470,690785,y,n,690786,n,n,,,,
60,440471,690788,y,n,690789,n,n,,,,
61,440472,690791,y,y,690792,n,n,,,,
62,440473,690794,y,n,690793,n,y,690796.0,y,y,
63,440474,690799,n,y,,,,,,,Difficult
64,440475,690802,y,n,690803,n,y,,,,
65,440476,690806,y,n,690807,n,y,,,,
66,440477,690809,y,y,690810,n,y,,,,The Actor is also the recipient
67,440478,690813,n,n,,,,,,,
68,440479,690818,y,n,690816,n,y,,,,
69,440480,690822,y,n,690820,n,y,,,,
70,440481,690825,y,n,690823,n,y,,,,
71,440482,690829,y,n,690827,n,n,,,,Is harvest a kind of transfer with the Actor as recipient?
72,440483,,,,,,,,,,
73,440484,690835,n,n,690836,y,y,,,,
74,440485,690838,y,y,690840,n,n,,,,
75,440486,690846,n,?,690842,n,y,,,,
76,440488,690847,n,y,,,,,,,
77,440489,690849,y,n,690850,?,?,690851.0,n,n,Undergoer1 is difficult
78,440490,690856,n,n,690855,y,y,,,,
79,440491,690859,y,n,690860,n,y,,,,
80,440492,690863,y,n,690864,n,y,690865.0,n,n,n
81,440493,690867,y,n,690868,n,n,,,,The sanctification changes the status of the year. Probably the Undergoer is affected.
82,440494,690871,y,n,690872,n,n,690874.0,y,y,Undergoer1 is not affected because it is abstract. Undergoer2 is probably affected because it is set free. However they are not directly involved in the event.
83,440495,690876,n,y,690878,y,y,,,,
84,440496,690880,y,y,,,,,,,
85,440498,690886,y,y,,,,,,,
86,440501,690889,n,y,690891,y,y,,,,
87,440502,690893,y,n,,,,,,,
88,440503,690896,y,n,690897,n,y,,,,
89,440504,690900,y,?,690901,n,y,,,,
90,440506,690906,n,y,690907,y,y,,,,
91,440507,690909,y,y,690910,n,y,,,,
92,440508,690912,y,y,,,,,,,
93,440510,690917,y,n,690918,n,y,690919.0,y,y,
94,440511,690921,y,y,690922,y,y,,,,Actor is probably not affected since the focus is on the Undergoer not having
95,440512,690924,y,n,,,,,,,
96,440514,690928,y,n,690929,y,y,,,,
97,440515,690931,y,n,690932,y,y,,,,
98,440516,690934,y,n,690935,n,y,,,,
99,440517,690938,y,n,690939,n,y,,,,
100,440518,690942,y,n,690941,n,n,690944.0,y,y,
101,440519,690947,y,n,,,,,,,
102,440521,690951,y,y,690952,n,n,,,,
103,440523,690957,y,n,690958,n,n,,,,
104,440524,690961,y,n,690960,n,n,,,,
105,440525,690963,y,n,690964,n,n,,,,
106,440526,690966,y,y,690967,n,n,,,,
107,440527,690971,n,n,690972,n,y,,,,
108,440528,690974,y,y,,,,,,,
109,440529,690977,y,y,690979,n,n,,,,
110,440530,690982,y,n,,,,,,,
111,440531,690984,y,y,690983,n,y,,,,
112,440532,690988,y,n,,,,,,,
113,440533,690991,y,?,690992,n,y,,,,
114,440534,690994,y,n,690995,n,?,690996.0,y,y,Is blessing affected by God's command?
115,440535,690999,n,n,691000,n,y,,,,Undergoer is not affected but effected
116,440536,691003,y,n,691004,n,n,,,,Undergoer is not affected because it is a time reference
117,440537,691006,y,y,691008,n,y,,,,
118,440538,691011,n,n,,,,,,,The Actor is not affected because it is only coming into exstistence = effected
119,440539,691012,y,y,691013,n,y,,,,
120,440540,,,,691015,n,y,,,,
121,440543,691029,y,n,691028,n,n,691030.0,n,y,Undergoer1 is not affected because it is abstract
122,440544,691033,n,y,,,,,,,
123,440545,691035,y,?,691036,n,y,,,,
124,440546,691039,y,y,,,,,,,
125,440548,691044,y,n,691045,n,y,,,,
126,440550,691052,?,?,,,,,,,Difficult
127,440551,691055,n,y,,,,,,,Difficult but the construction probably means can afford. Perhaps then the hand is even volitional because it stands for the person.
128,440552,691057,y,?,691058,n,n,,,,Undergoer is probably not affected. But what about the Actor?
129,440553,691060,y,n,691061,n,n,,,,
130,440554,691063,y,n,691064,n,y,691065.0,y,y,
131,440555,691067,y,n,691068,y,y,,,,
132,440556,691070,y,y,691071,n,n,,,,
133,440557,691076,y,y,691077,n,n,,,,Undergoer is abstract - therefore not affected
134,440558,691078,y,n,691079,y,y,,,,
135,440559,691082,n,y,,,,,,,
136,440560,691084,y,y,691086,n,y,,,,Actor is also recipient
137,440561,691089,y,y,691090,n,n,,,,
138,440562,691092,y,y,691093,n,n,,,,
139,440564,691097,y,n,691098,n,y,,,,
140,440565,691101,n,?,,,,,,,
141,440566,691103,n,?,,,,,,,The Actor is abstract year so it is probably not affected
142,440567,691106,n,n,,,,,,,
143,440568,,,,691110,n,y,,,,
144,440569,691113,n,?,,,,,,,
145,440570,691116,n,y,,,,,,,
146,440573,691123,y,y,691125,n,y,,,,Actor is also recipient
147,440574,691128,n,y,,,,,,,
148,440575,,,,691131,n,y,,,,
149,440577,691138,n,n,691140,n,y,,,,
150,440578,691143,n,y,,,,,,,
151,440580,691146,n,n,,,,,,,n
152,440581,691151,y,?,691152,n,y,,,,Difficult
153,440582,691155,n,y,,,,,,,
154,440585,,,,691162,n,y,,,,
155,440587,691172,n,y,,,,,,,
156,440588,691175,n,y,691176,n,n,,,,Undergoer is not involved in the event and therefore not affected
157,440589,691178,y,n,691179,n,y,,,,Actor is perhaps affected because he is grasping the Undergoer. The Undergoer is the hand so therefore not volitional.
158,440591,691182,y,y,691183,n,n,,,,What about the Undergoer? It is comitant.
159,440592,691185,y,n,691186,n,y,691187.0,n,n,
160,440593,691189,y,y,691190,n,n,,,,
161,440594,691193,y,y,691194,n,?,,,,
162,440595,691197,y,n,691195,n,y,691198.0,y,y,
163,440596,691203,y,n,691204,n,y,,,,
164,440598,691207,y,n,691209,y,y,691210.0,n,n,
165,440599,691211,y,n,691212,y,y,691213.0,n,y,
166,440600,691214,y,y,691215,y,y,,,,
167,440601,691220,y,y,691221,n,n,,,,Actor is not volitional
168,440602,691223,y,y,691224,y,y,,,,The Actor is selling himself - therefore he is both instigating and the affected object
169,440603,691226,y,n,691227,n,y,691228.0,n,n,
170,440604,691230,y,y,691231,n,?,,,,
171,440605,691233,y,n,691234,n,n,,,,
172,440606,691238,y,y,691237,n,?,,,,
173,440607,691240,y,y,691241,n,n,,,,
174,440608,691244,y,y,691243,n,n,,,,
175,440610,691249,y,n,691250,y,y,691251.0,n,n,
176,440611,,,,691253,n,y,,,,
177,440612,691256,y,n,691257,n,y,,,,
178,440613,691260,y,y,691261,n,n,,,,
179,440615,691264,n,y,,,,,,,
180,440618,691271,y,y,,n,y,,,,
181,440620,691275,y,n,691277,n,n,,,,Actor is probably not affected because there is no change of state
182,440621,691279,y,y,691278,n,?,,,,
183,440624,691285,y,n,691284,y,n,,,,
184,440625,691288,n,y,691289,y,y,,,,
185,440626,691292,y,n,691293,n,y,691294.0,y,y,
186,440627,691295,y,y,691296,n,n,,,,Actor is probably affected because they inheret
187,440628,691299,y,n,691298,n,y,,,,
188,440630,691304,y,n,691305,n,y,,,,
189,440631,691310,y,y,,,,,,,The hand of the Actor probably refers to the Actor himself who can afford - therefore volitional and affected
190,440632,691313,n,y,691314,n,n,,,,
191,440633,691316,y,y,691317,y,y,,,,
192,440634,,,,691319,n,y,,,,
193,440635,691320,n,n,,,,,,,
194,440636,691323,y,n,691324,y,y,,,,
195,440637,691326,y,n,691327,y,y,,,,
196,440638,691330,y,n,691330,y,y,,,,
197,440639,691333,y,y,,,,,,,
198,440640,,,,691335,y,y,,,,Reflexive use of Niphal
199,440641,691337,y,n,691338,y,n,,,,Probably comitant - therefore they have the same annotaiton
200,440642,,,,,,,,,,
201,440643,691344,n,n,,,,,,,
202,440644,691347,y,y,691348,n,n,,,,
203,440646,691353,y,n,691354,n,y,,,,
204,440647,,,,691358,n,y,,,,
205,440648,691362,y,n,691363,n,n,,,,
206,440649,691365,y,n,691366,n,y,,,,
207,440650,691368,y,y,691369,n,n,,,,
208,440651,691371,y,n,691371,n,y,,,,
209,440652,,,,691377,y,y,,,,
210,440653,691382,y,y,,,,,,,
211,440656,691390,y,n,691391,y,y,691392.0,n,n,
0,440658,691396.0,y,n,691398.0,n,n,691397.0,y,y,Is Undergoer2 involved? Undergoer1 is not affected but effected.
1,440659,691402.0,y,n,691400.0,n,n,691403.0,y,?,If this clause resembles the previous one then the Undergoer1 is effected and not affected.
2,440660,691407.0,y,n,691405.0,n,y,691408.0,n,n,Undergoer1 is probably effected and not affected
3,440661,691409.0,y,y,691410.0,n,n,,,,
4,440663,691415.0,y,n,691414.0,n,n,,,,
5,440664,691418.0,y,y,,,,691417.0,n,n,
6,440666,691423.0,y,n,691422.0,n,n,,,,Actor is probably not affected because there is no indication of change of state.
7,440667,691426.0,y,n,691425.0,n,n,,,,
8,440668,691428.0,y,n,691429.0,n,n,,,,
9,440669,691431.0,y,n,691432.0,n,y,,,,
10,440670,691436.0,n,n,691437.0,n,y,,,,
11,440671,691439.0,n,n,691441.0,n,y,,,,
12,440672,691445.0,n,?,691446.0,n,n,691444.0,?,?,
13,440673,691448.0,n,n,691450.0,n,n,,,,None of the participants are human so they are not affected. But the language suggests some animacy.
14,440674,691452.0,y,y,691453.0,n,y,,,,
15,440675,691456.0,y,y,691458.0,n,n,,,,
16,440676,691460.0,y,n,691461.0,n,n,691462.0,n,n,
17,440677,691464.0,y,y,,,,,,,
18,440679,691469.0,y,n,691470.0,n,y,691471.0,n,n,
19,440680,691473.0,n,y,691476.0,n,n,,,,The Actor is probably Instrument
20,440681,691478.0,y,?,691479.0,n,y,,,,Is the Actor affected?
21,440682,691481.0,n,y,691482.0,n,n,,,,Undergoer1 is not involved in the event and their status is not affected.
22,440683,691487.0,y,n,691488.0,n,y,,,,
23,440684,691490.0,y,n,691491.0,n,y,,,,
24,440685,691495.0,n,y,691496.0,n,n,,,,
25,440686,691499.0,y,y,691500.0,n,n,,,,
26,440687,691502.0,y,n,691503.0,y,y,,,,
27,440688,691505.0,y,n,691506.0,y,y,,,,
28,440689,691508.0,y,n,691509.0,n,n,691510.0,y,y,Is Undergoer2 volitional? They are not directly part of the event but their status is certainly changed.
29,440690,691512.0,y,y,691513.0,n,y,,,,
30,440691,691517.0,y,n,691515.0,n,y,691516.0,n,n,
31,440692,691519.0,y,n,691520.0,n,n,691521.0,n,n,Undergoer1 is probably effected.
32,440693,691525.0,y,y,691526.0,n,n,,,,
33,440694,691528.0,y,n,691529.0,n,n,,,,
34,440695,691531.0,y,y,691532.0,y,y,,,,
35,440696,691535.0,y,y,691537.0,y,y,,,,
36,440698,691541.0,y,n,691543.0,y,y,691544.0,n,n,
37,440699,691547.0,n,y,691546.0,y,?,,,,
38,440700,691549.0,y,n,691550.0,n,y,,,,
39,440701,691552.0,y,n,691553.0,y,?,,,,Is Undergoer1 comitant?
40,440702,691558.0,y,y,691559.0,n,n,,,,
41,440703,691562.0,y,n,691563.0,n,n,,,,
42,440704,691567.0,y,y,691566.0,n,n,,,,
43,440705,691572.0,y,y,691570.0,n,n,,,,
44,440706,691573.0,y,n,691574.0,n,n,,,,
45,440707,691575.0,y,n,691576.0,n,n,,,,Undergoer is abstract so probably not affected
46,440708,691577.0,y,n,691579.0,n,n,691580.0,n,?,n
47,440709,691582.0,y,n,691583.0,n,y,691584.0,n,n,
48,440710,691585.0,n,n,691586.0,n,y,,,,
49,440711,691588.0,n,n,691589.0,n,y,,,,
50,440712,691591.0,y,n,691593.0,n,y,,,,
51,440713,691596.0,y,y,691595.0,n,y,,,,
52,440714,691598.0,y,n,691599.0,n,y,691600.0,n,n,
53,440715,691603.0,y,n,691602.0,n,y,,,,The Complement phrase is probably the Actor indicating the dative.
54,440716,691607.0,y,n,691606.0,n,y,,,,
55,440717,691609.0,n,y,,,,,,,Probably not volitional because it is negative.
56,440719,691612.0,n,n,691613.0,n,y,,,,
57,440720,691618.0,y,y,691619.0,n,n,,,,
58,440721,691621.0,y,y,,,,,,,
59,440722,691622.0,y,n,691623.0,n,y,,,,
60,440723,691627.0,y,n,691628.0,n,y,,,,
61,440724,691630.0,y,n,691631.0,n,y,,,,The Undergoer is transformed - hence affected
62,440726,691639.0,n,y,,,,,,,
63,440727,691643.0,n,n,691644.0,n,y,,,,
64,440728,691646.0,n,n,691649.0,n,y,,,,
65,440729,691652.0,y,n,691653.0,n,n,,,,Actor is probably affected because the clause expresses a rebellion or denial.
66,440730,691657.0,y,y,,,,,,,Probably affected because it expresses some inward desire.
67,440731,691658.0,y,y,691659.0,n,n,,,,
68,440732,691661.0,y,n,691663.0,n,?,691662.0,n,n,Is Undergoer1 Instrument? Undergoer2 is probably not affected because the blows are punctual.
69,440733,691667.0,y,n,691669.0,n,y,691668.0,n,n,Undergoer1 is probably a kind of Instrument
70,440734,691671.0,n,n,691672.0,n,y,,,,
71,440735,691674.0,n,n,691675.0,n,y,,,,
72,440736,691677.0,n,n,691678.0,n,y,,,,
73,440737,,,,691681.0,n,y,,,,
74,440738,691687.0,y,n,691686.0,y,y,,,,The Complement phrase expresses the Actor
75,440739,691689.0,y,y,691690.0,n,n,,,,
76,440740,691693.0,y,y,691695.0,n,n,,,,
77,440741,691700.0,y,n,691699.0,n,n,,,,
78,440742,691704.0,y,n,691706.0,n,y,691705.0,n,?,The sword is probably a kind of Instrument
79,440743,691707.0,n,n,691708.0,n,n,,,,
0,440744,,,,691710.0,y,y,,,,Probably Actor despite the Niphal because it is reflexive use.
1,440745,691713,y,n,691714.0,n,y,691715.0,n,n,
2,440746,,,,691717.0,n,y,691718,y,y,
3,440747,691719,y,n,691721.0,n,y,691720.0,n,y,Undergoer2 is difficult
4,440748,691724,y,n,691725.0,n,n,,,,
5,440749,691728,y,n,691729.0,n,y,,,,
6,440750,691732,y,y,,,,,,,
7,440751,691735,y,y,,,,,,,
8,440752,691740,y,y,691741.0,n,n,,,,
9,440753,691743,y,y,691744.0,n,n,,,,
10,440754,691747,y,y,691748.0,n,n,,,,
11,440755,691753,y,n,691752.0,n,y,,,,
12,440756,691757,y,y,691758.0,n,y,,,,
13,440757,691761,y,y,691760.0,n,y,,,,
14,440758,691763,y,n,691764.0,n,y,,,,
15,440759,691766,y,n,691767.0,n,y,,,,
16,440760,691769,y,n,691770.0,n,y,691771.0,n,n,
17,440761,691774,y,y,691775.0,n,y,,,,
18,440762,691777,y,n,691778.0,n,y,691779.0,n,n,Undergoer2 is probably effected
19,440763,691781,y,n,691782.0,n,y,,,,
20,440764,691785,y,y,691786.0,n,n,,,,
21,440765,691789,y,n,691790.0,n,y,,,,
22,440766,691794,y,y,691793.0,n,n,,,,
23,440767,691795,y,?,691797.0,n,n,,,,
24,440768,691800,y,n,691799.0,n,y,691801.0,n,n,
25,440769,691803,y,n,691805.0,n,y,691804.0,n,y,The sword is probably Instrument.
26,440770,691808,n,y,,,,,,,
27,440771,691811,n,y,,,,,,,
28,440772,691816,n,y,691817.0,n,n,,,,Here the verb is taken as enjoy
29,440773,,,,691819.0,n,y,,,,
30,440775,691825,y,y,,,,,,,Not volitional
31,440776,691827,n,y,691828.0,n,n,,,,
32,440777,691831,n,y,,,,,,,
33,440778,,,,691830.0,n,y,,,,
34,440779,691834,n,y,691832.0,n,n,,,,
35,440780,691836,y,y,691837.0,n,n,,,,
36,440781,,,,,,,,,,
37,440782,691843,y,n,691844.0,n,n,691845.0,n,y,Can also be rendered cause them to be afraid. Therefore Undergoer2 is affected
38,440783,691850,n,n,691849.0,n,y,,,,
39,440784,691852,n,y,,,,,,,
40,440785,691855,n,y,,,,,,,
41,440787,691860,n,y,,,,,,,n
42,440790,691871,n,n,,,,,,,
43,440791,691874,n,y,691875.0,n,n,,,,
44,440792,691879,n,n,691878.0,n,y,,,,
45,440793,,,,691884.0,n,y,,,,
46,440794,,,,,,,,,,
47,440795,,,,691889.0,n,y,,,,
48,440796,691891,y,n,691892.0,n,n,,,,
49,440797,691895,y,n,691894.0,n,n,691896.0,n,y,Undergoer2 is probably affected because it is acts done against this participants.
50,440798,691900,y,y,691901.0,n,n,,,,
51,440799,691903,y,y,691905.0,n,n,,,,
52,440800,691908,y,n,691909.0,n,y,,,,
53,440801,,,,691914.0,y,y,,,,Hearts is probably volitional because it reflects the mental capacties of a person.
54,440802,691917,?,?,691918.0,n,n,,,,The verb is difficult
55,440803,691920,y,y,691921.0,n,n,,,,
56,440805,691926,y,y,691925.0,n,n,,,,
57,440806,691929,y,y,691928.0,n,n,,,,
58,440807,691933,y,n,691931.0,n,y,,,,In the larger context the Actor is not Volitional. In the present construction they seem to be represented as volitional
59,440808,691935,n,y,691936.0,n,n,,,,
60,440809,691938,y,n,691937.0,n,y,,,,
61,440810,691940,?,?,691942.0,n,n,,,,
62,440812,691947,y,y,691946.0,n,n,,,,
63,440813,691951,y,y,691949.0,n,n,,,,
64,440815,691955,y,y,691956.0,n,n,,,,Actor is probably not volitional
65,440816,691958,y,y,691958.0,n,n,,,,
66,440817,691961,y,y,691961.0,n,n,,,,
67,440818,691962,y,n,691962.0,n,y,,,,
68,440819,691963,y,y,691964.0,n,n,691965.0,n,n,Probably Actor is affected becaues break my covenant is a cognitive event
69,440821,691970,y,y,691971.0,y,n,691972.0,n,n,Undergoer1 is probably not involved in the event
70,440822,691974,y,n,691975.0,y,y,691976.0,n,n,
71,440823,691978,y,y,691979.0,y,y,,,,y
72,440826,691987,y,n,691985.0,n,n,691988.0,n,n,
